44.633586168289185 Tr_Time
3.4572930335998535 Te_Time
110336 Flops
836559 Parameters
84.98865555719736 Kappa accuracy (%)
86.13439787092481 Overall accuracy (%)
84.321191997754 Average accuracy (%)
[ 95.52715655  99.5215311   95.11494253  97.26688103  99.8389694
  83.95061728  73.18611987  61.25401929  90.57507987  83.38762215
  95.14563107  75.85089141  23.07692308  91.12149533 100.        ]
                 precision    recall  f1-score   support

  Healthy grass       0.96      0.96      0.96       626
 Stressed grass       0.97      1.00      0.98       627
Synthetic grass       1.00      0.95      0.97       348
          Trees       0.96      0.97      0.97       622
           Soil       0.89      1.00      0.94       621
          Water       0.93      0.84      0.88       162
    Residential       0.96      0.73      0.83       634
     Commercial       0.71      0.61      0.66       622
           Road       0.68      0.91      0.78       626
        Highway       0.76      0.83      0.80       614
        Railway       0.77      0.95      0.85       618
  Parking Lot 1       0.86      0.76      0.81       617
  Parking Lot 2       0.98      0.23      0.37       234
   Tennis Court       1.00      0.91      0.95       214
  Running Track       0.89      1.00      0.94       330

       accuracy                           0.86      7515
      macro avg       0.89      0.84      0.85      7515
   weighted avg       0.87      0.86      0.85      7515

[[598  17   0  11   0   0   0   0   0   0   0   0   0   0   0]
 [  3 624   0   0   0   0   0   0   0   0   0   0   0   0   0]
 [  0   0 331   0   0   0   0   0   0   0  13   0   0   0   4]
 [  2   2   0 605   0   0   1   0  12   0   0   0   0   0   0]
 [  0   0   0   0 620   0   0   0   0   0   1   0   0   0   0]
 [ 15   0   0   0   0 136   0   0   2   4   0   5   0   0   0]
 [  0   0   0  12   0   0 464  20  36  42  38   6   1   0  15]
 [  3   0   0   0  76  10   4 381  26  26  52  23   0   0  21]
 [  0   0   0   0   0   0   6  17 567  11  18   7   0   0   0]
 [  0   0   0   0   0   0   0   0  58 512  44   0   0   0   0]
 [  0   0   0   0   0   0   0   0   5  25 588   0   0   0   0]
 [  0   0   0   0   0   0   6   1  93  49   0 468   0   0   0]
 [  0   0   0   0   0   0   0 120  12   3  12  33  54   0   0]
 [  0   0   0   0   0   0   0   1  18   0   0   0   0 195   0]
 [  0   0   0   0   0   0   0   0   0   0   0   0   0   0 330]]
