44.34249567985535 Tr_Time
3.3541040420532227 Te_Time
110336 Flops
836559 Parameters
94.96272821053182 Kappa accuracy (%)
95.34264803725881 Overall accuracy (%)
94.27810654597113 Average accuracy (%)
[ 97.28434505  97.92663477  93.10344828  97.10610932 100.
  93.82716049  93.84858044  94.05144695  96.16613419  98.53420195
  96.44012945  91.08589951  66.66666667  98.13084112 100.        ]
                 precision    recall  f1-score   support

  Healthy grass       0.95      0.97      0.96       626
 Stressed grass       0.99      0.98      0.98       627
Synthetic grass       1.00      0.93      0.96       348
          Trees       0.98      0.97      0.98       622
           Soil       0.99      1.00      1.00       621
          Water       1.00      0.94      0.97       162
    Residential       0.96      0.94      0.95       634
     Commercial       0.93      0.94      0.94       622
           Road       0.88      0.96      0.92       626
        Highway       0.96      0.99      0.97       614
        Railway       0.95      0.96      0.96       618
  Parking Lot 1       0.95      0.91      0.93       617
  Parking Lot 2       0.92      0.67      0.77       234
   Tennis Court       1.00      0.98      0.99       214
  Running Track       0.88      1.00      0.94       330

       accuracy                           0.95      7515
      macro avg       0.96      0.94      0.95      7515
   weighted avg       0.95      0.95      0.95      7515

[[609   6   0  11   0   0   0   0   0   0   0   0   0   0   0]
 [ 13 614   0   0   0   0   0   0   0   0   0   0   0   0   0]
 [  0   0 324   0   0   0   0   0   0   0   2   0   9   0  13]
 [ 10   0   0 604   0   0   4   0   4   0   0   0   0   0   0]
 [  0   0   0   0 621   0   0   0   0   0   0   0   0   0   0]
 [  5   0   0   0   0 152   0   0   3   2   0   0   0   0   0]
 [  0   2   0   1   0   0 595   7   9   3   8   0   0   0   9]
 [  1   0   0   0   6   0   0 585   5   0   0   2   2   0  21]
 [  0   1   0   0   0   0  14   0 602   3   6   0   0   0   0]
 [  0   0   0   0   0   0   0   0   6 605   3   0   0   0   0]
 [  0   0   0   0   0   0   1   0   3  18 596   0   0   0   0]
 [  0   0   0   0   0   0   6   0  49   0   0 562   0   0   0]
 [  0   0   0   0   0   0   0  36   0   1  11  30 156   0   0]
 [  0   0   0   0   0   0   0   0   0   0   0   0   3 210   1]
 [  0   0   0   0   0   0   0   0   0   0   0   0   0   0 330]]
