47.3922004699707 Tr_Time
3.4437949657440186 Te_Time
110336 Flops
836559 Parameters
97.38078791379536 Kappa accuracy (%)
97.57817697937459 Overall accuracy (%)
96.97468679386036 Average accuracy (%)
[ 98.40255591  99.5215311  100.          97.90996785 100.
  98.14814815  94.47949527  95.9807074   97.92332268 100.
  99.02912621  97.56888169  77.77777778 100.          97.87878788]
                 precision    recall  f1-score   support

  Healthy grass       0.99      0.98      0.99       626
 Stressed grass       1.00      1.00      1.00       627
Synthetic grass       1.00      1.00      1.00       348
          Trees       0.98      0.98      0.98       622
           Soil       1.00      1.00      1.00       621
          Water       1.00      0.98      0.99       162
    Residential       0.96      0.94      0.95       634
     Commercial       0.96      0.96      0.96       622
           Road       0.95      0.98      0.97       626
        Highway       0.97      1.00      0.99       614
        Railway       0.96      0.99      0.98       618
  Parking Lot 1       0.95      0.98      0.96       617
  Parking Lot 2       0.99      0.78      0.87       234
   Tennis Court       1.00      1.00      1.00       214
  Running Track       0.98      0.98      0.98       330

       accuracy                           0.98      7515
      macro avg       0.98      0.97      0.97      7515
   weighted avg       0.98      0.98      0.98      7515

[[616   0   0  10   0   0   0   0   0   0   0   0   0   0   0]
 [  3 624   0   0   0   0   0   0   0   0   0   0   0   0   0]
 [  0   0 348   0   0   0   0   0   0   0   0   0   0   0   0]
 [  4   0   0 609   0   0   4   0   5   0   0   0   0   0   0]
 [  0   0   0   0 621   0   0   0   0   0   0   0   0   0   0]
 [  0   0   0   0   0 159   0   1   1   0   1   0   0   0   0]
 [  0   2   0   2   0   0 599   3  14   3   9   1   0   0   1]
 [  0   0   0   0   0   0  12 597   6   0   0   3   0   0   4]
 [  0   0   0   0   0   0   1   0 613   0   4   8   0   0   0]
 [  0   0   0   0   0   0   0   0   0 614   0   0   0   0   0]
 [  0   0   0   0   0   0   0   0   0   6 612   0   0   0   0]
 [  0   0   0   0   0   0   4   8   2   0   0 602   1   0   0]
 [  0   0   0   0   0   0   0  13   2   8  10  19 182   0   0]
 [  0   0   0   0   0   0   0   0   0   0   0   0   0 214   0]
 [  0   0   0   0   0   0   7   0   0   0   0   0   0   0 323]]
