44.96675109863281 Tr_Time
3.4448020458221436 Te_Time
110336 Flops
836559 Parameters
96.17156133434568 Kappa accuracy (%)
96.4604125083167 Overall accuracy (%)
95.57122598000876 Average accuracy (%)
[ 98.08306709  99.0430622   98.27586207  99.19614148 100.
  95.67901235  94.47949527  95.17684887  96.485623    98.85993485
  98.86731392  91.08589951  68.8034188   99.53271028 100.        ]
                 precision    recall  f1-score   support

  Healthy grass       0.98      0.98      0.98       626
 Stressed grass       0.98      0.99      0.99       627
Synthetic grass       1.00      0.98      0.99       348
          Trees       0.98      0.99      0.98       622
           Soil       1.00      1.00      1.00       621
          Water       1.00      0.96      0.98       162
    Residential       0.98      0.94      0.96       634
     Commercial       0.94      0.95      0.95       622
           Road       0.89      0.96      0.93       626
        Highway       0.97      0.99      0.98       614
        Railway       0.95      0.99      0.97       618
  Parking Lot 1       0.95      0.91      0.93       617
  Parking Lot 2       0.94      0.69      0.79       234
   Tennis Court       1.00      1.00      1.00       214
  Running Track       0.97      1.00      0.99       330

       accuracy                           0.96      7515
      macro avg       0.97      0.96      0.96      7515
   weighted avg       0.96      0.96      0.96      7515

[[614   1   0  11   0   0   0   0   0   0   0   0   0   0   0]
 [  6 621   0   0   0   0   0   0   0   0   0   0   0   0   0]
 [  0   0 342   0   0   0   2   0   0   0   3   0   0   0   1]
 [  4   0   0 617   0   0   0   0   1   0   0   0   0   0   0]
 [  0   0   0   0 621   0   0   0   0   0   0   0   0   0   0]
 [  4   0   0   0   0 155   0   0   2   0   0   1   0   0   0]
 [  0   7   0   3   0   0 599   2  10   6   5   0   0   0   2]
 [  0   2   0   0   0   0   0 592   7   0   0   4  10   0   7]
 [  0   0   0   0   1   0   5   2 604   0  14   0   0   0   0]
 [  0   0   0   0   0   0   0   0   4 607   3   0   0   0   0]
 [  0   0   0   0   0   0   1   0   0   6 611   0   0   0   0]
 [  0   0   0   0   0   0   6   0  49   0   0 562   0   0   0]
 [  0   0   0   0   0   0   1  31   1   5   8  27 161   0   0]
 [  0   0   0   0   0   0   0   0   0   0   0   0   1 213   0]
 [  0   0   0   0   0   0   0   0   0   0   0   0   0   0 330]]
